,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category,2017 Pew Research Typology
16466,4/30/2021 3:23,1390000000000000000,,,,0,0,en,Twitter Web App,False,457715866,Las Vegas,False,2229,4900,23900,59044,8,1/7/2012 18:47,SSGEricB,"Just a hard working, Military minded, kind of guy! Someone who always looks out for the little guy!",U.S. Senate overwhelmingly passes $35 billion water infrastructure bill https://t.co/mmLbgaaXHJ Good beginning,,-2
13612,4/30/2021 18:00,1390000000000000000,,,,748,0,en,Twitter Web App,False,1636810914,"Texas, USA",False,195,206,15272,25226,1,8/1/2013 1:37,chillergiller,I can't believe I have to say this out loud... I HATE NAZIS,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
7093,5/3/2021 15:22,1390000000000000000,,,,59,0,en,Twitter for iPhone,False,113793355,Michigan,False,271,1358,131423,33189,0,2/13/2010 2:21,mama_nay,"Sometimes it takes balls to be a woman👊🏼💋 Mother, Grandmother, Wife, Animal Lover, Resister🇺🇸","RT @marwilliamson: 1/ McConnell says he’s open to an infrastructure bill that both sides agree on, but he’s not open to any change to the 2…",,-4
3411,5/4/2021 22:35,1390000000000000000,,,,306,0,en,Twitter Web App,False,636201781,,False,421,350,253053,87981,36,7/15/2012 13:55,CFronds,RVer,RT @FogCityMidge: BREAKING: Democrats exploring forcing massive immigration reform into INFRASTRUCTURE bill. 😮,,3
7708,5/3/2021 11:34,1390000000000000000,,,,166,0,en,Twitter for iPhone,False,69045109,Earth,False,921,1025,10815,17713,1,8/26/2009 17:45,Lyman_Smith,Dad - Activist - Guitarist - Singer - Songwriter - Meme Curator - Dad Joke Enthusiast • • @ThinkinProject #QHunter #Resist #BLM #TWJOE,RT @realTuckFrumper: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Va0wrVnwo3,,-4
7746,5/3/2021 10:43,1390000000000000000,,,,349,0,en,Twitter for iPhone,False,2434110403,,False,56,394,19858,30048,0,4/8/2014 19:21,RonCrouse1,,RT @MsAvaArmstrong: The 2 Trillion dollar infrastructure bill only spends 5% on infrastructure.,,4
5664,5/4/2021 0:59,1390000000000000000,,,,166,0,en,Twitter for iPhone,False,884000000000000000,"New Jersey, USA",False,2565,1827,320699,364434,2,7/9/2017 12:30,Norm_berry,Wife&Mom of grown kids. Furry kids: Theo & Kitties Hen & Norm. First impressions do matter. Still raging against the machine. NO LISTS. 🇺🇸💙🇺🇸,RT @realTuckFrumper: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Va0wrVnwo3,,-4
9880,5/2/2021 14:35,1390000000000000000,,,,0,1,en,Twitter Web App,False,69967320,"Denver, CO",True,1186,1841,16491,3541,55,8/29/2009 21:28,LydiaHarvey,"Former Florida woman. Proud Coloradan. Previously @tb_times @tbtnewspaper @cl_tampabay @gainesvillesun @usforacle. Nature, sports, politics, fashion. ⛷🚣🚴‍♀️🥾",I’m with this guy on the news who suggests going after tax cheats to help fund the infrastructure bill. https://t.co/OyCvKGFslh,,-2
8909,5/2/2021 19:35,1390000000000000000,1390000000000000000,,,0,1,en,Twitter Web App,False,268563436,"Beverly Hills, CA",False,714,358,56857,42894,42,3/19/2011 1:22,MDKanin,"Political Attorney and Campaign Treasurer, LGBT Civil Rights Advocate, cupcake afficianado, and amateur cook/baker.","@NickWaranoff @MyBackyardPara1 Well, I mean that's what we have our infrastructure bill for. But I don't need to tell people how to live. I happen to enjoy urban life. I don't need to force that onto others who don't want it.",,-4
14715,4/30/2021 15:22,1390000000000000000,,,,748,0,en,Twitter for Android,False,360191649,,False,1931,4999,210234,136219,120,8/22/2011 20:50,LindaBerghoff,"Art/Museum Educator for Academic Programs, Arts Management/Gallery/Curator. Love everything about art & culture and of course Italian food.","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
12801,4/30/2021 22:43,1390000000000000000,,,,3,0,en,Twitter for iPhone,False,79749258,"Hartland, VT, USA",False,22491,2224,19439,16591,424,10/4/2009 15:05,bethsawin,Earthling. Co-founder co-director @climateinteract. Multisolving for people and climate. She/her TEDx talk: https://t.co/Z56MZvHqUL,RT @arvindpawan1: What an amazing day for transit! @POTUS was literally here in Philly at @Amtrak 30th street station talking about rail as…,,-4
3065,5/5/2021 1:27,1390000000000000000,1390000000000000000,,,0,15,en,Twitter for iPhone,False,246905945,"Culpeper, VA",False,112,503,8688,12070,0,2/3/2011 18:13,MSFCC,"Father, Common law boyfriend 😉, There are no problems; only solutions. Gun laws only work on the law abiding. Starbucks coffee & I are quantumly entangled.",@nypost Awful. That should’ve been in infrastructure bill.,,-2
15326,4/30/2021 14:10,1390000000000000000,,,,58,0,en,Twitter for Android,False,4899313530,,False,280,1616,2915,45739,30,2/12/2016 23:54,dmputney1,,"RT @old_osc: U.S. Household Income Surged by Record 21.1% in March - The Wall Street Journal

This is progress ⁦@Sen_JoeManchin⁩ this helps…",,4
15253,4/30/2021 14:35,1390000000000000000,,,,20,0,en,Twitter Web App,False,41353236,"California, USA",False,764,2211,66144,10195,22,5/20/2009 13:01,dtr300,,"RT @thekimkavin: With all the talk from @POTUS about jamming the anti-independent contractor #PROAct into the infrastructure bill, now migh…",,-2
13916,4/30/2021 17:01,1390000000000000000,,,,0,1,en,Twitter Web App,False,65666087,"Canton, OH",False,1092,558,29169,13375,13,8/14/2009 15:55,TimCarmany,*you’re,idk if you saw this but Biden's infrastructure bill includes outlawing hand soap that isn't foamy and tbh I think it's about time,,-4
10453,5/2/2021 1:37,1390000000000000000,,,,2123,0,en,Twitter for Android,False,192187038,Baltimore,False,82,294,3717,4368,0,9/18/2010 12:40,mlsangls,"badass stroke survivor, wife mom, nonna, devoted daughter and teacher still on my journey","RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
848,5/6/2021 12:27,1390000000000000000,,,,0,1,en,Twitter Web App,True,14125938,,False,14610,11280,61328,175060,847,3/11/2008 17:53,schachin,"Digital Strategist & SEO Consultant, Speaker @SMX @Pubcon @Ungagged @SXSW Writer @SEngineLand @SEJournal. ABD on a PhD. Reports fake accounts/bots.","Reading &amp; thinking -- YEAH! STICK IT TO THE LIBS! 

Did you know that Biden's plan would put 100k people to work JUST capping oil &amp; natural gas wells?

How many good union jobs would that be?
#MAGA read this 
https://t.co/ET2gXYueGM

McConnell uses you.
The @GOP hates you. https://t.co/bJqG23Km66",,-4
12393,5/1/2021 1:20,1390000000000000000,,,,2,0,en,Buffer,False,820350654,New York,False,298,296,32,1614,33,9/12/2012 21:08,JoshMoulin,"Husband & Dad. Sr. Vice President @CISecurity. Former Executive Partner @Gartner_inc, CIO & CISO @NNSANevada, Law Enforcement Cyber Commander. Views are mine.",“A recent attempt by hackers to poison the water supply in a Florida town prompted calls for more resources.” #WhiteHouse #cybersecurity https://t.co/ifz7bjc6Ga,,-4
14645,4/30/2021 15:29,1390000000000000000,,,,748,0,en,Twitter Web App,False,34662952,"Reno, NV",False,714,710,184529,173432,2,4/23/2009 16:51,docpaddy,"I catch spiders and let them go outside. I also open the windows for flys, sending them on their way. Wear a mask. Trump is a traitor. Keep Hope Alive.","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
5448,5/4/2021 2:14,1390000000000000000,,,,5,0,en,Twitter for iPhone,False,386184164,"Decatur, GA USA",False,1496,4987,116540,123864,7,10/6/2011 20:17,cincodejordan,"I am a all around popular guy! ♉️, #TeamLightSkin Instagram:jor_jor_94 #SWDHS Alumni Snapchat:@cincodejordan",RT @BidenHarrisBro: I’m fine with Biden negotiating with Republicans on Infrastructure. We got everything we wanted in the COVID relief bil…,,-4
13491,4/30/2021 18:30,1390000000000000000,,,,27,0,en,Twitter for Android,False,2290352837,"New Jersey, USA",False,195,483,38048,169508,23,1/18/2014 20:28,kearny2014,Hard working,RT @TheLastWord: .@SenMarkey tells @Lawrence that President Joe Biden is “right on message” tying jobs to climate change: “The kind of clim…,,-4
6166,5/3/2021 21:04,1390000000000000000,,,,11,57,en,dlvr.it,False,16711026,Minnesota,False,218730,172363,47598,150305,2012,10/12/2008 19:19,Politics_PR,We all need to unite against injustice #HR1 #ForThePeopleAct #StopJimCrow2  #BlackLivesMatter #TeamPelosi #fbr #ctl #TheResistance Content curated by @Zaibatsu,Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/gMDYooqhE1 #News https://t.co/kkw0tNexKI,,-4
16511,4/30/2021 3:03,1390000000000000000,,,,0,0,en,Twitter for iPhone,False,1350047832,"Matthews, NC",False,180,656,6447,12070,30,4/13/2013 19:41,vquin96427,Proud SOB https://t.co/JQTVSZdtIO,U.S. Senate overwhelmingly passes $35 billion water infrastructure bill - Reuters #infrastructure #buildbackbetter  https://t.co/Rky2aSTWvS,,-4
15721,4/30/2021 11:36,1390000000000000000,,,,34,0,en,Twitter for iPhone,False,154961762,"Oxon Hill, MD",False,196,330,52188,31146,0,6/12/2010 18:20,tettebabe2,,"RT @senrobportman: In his first 100 days @POTUS, has proposed more than $6T in new spending &amp; tax hikes.

→ $1.9 T “stimulus” bill
→ $2.7 T…",,4
5091,5/4/2021 6:28,1390000000000000000,,,,1,0,en,Twitter for iPhone,True,2904212514,Washington State/Palm Springs,False,255,767,21307,7492,5,11/19/2014 7:27,plut_alyssa,"There is ONLY ONE set of facts/reality. SAVE THE BEES, ORCAS AND KOALAS!!!!! #RESIST",RT @KendraDrake94: He could give 2 shits about #WestVirginia otherwise he'd be voting on the Infrastructure bill &amp; the American Families Pl…,,-4
14722,4/30/2021 15:21,1390000000000000000,,,,748,0,en,Twitter Web App,False,826710750,"Ha, wouldnt you like to know",False,531,2502,48479,15998,0,9/16/2012 7:58,smitherman_d,"Artist, Activist for Equity & Inclusion. Bi-Racial, Multi-Racial, Proud Hapa.","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
15934,4/30/2021 9:09,1390000000000000000,,,,2123,0,en,Twitter for Android,False,2189577338,California,False,305,730,9912,8738,1,11/12/2013 4:11,WhereverIamtday,"🌊🌬⛵🐕 Imperfect being. Loving honesty, integrity and respect. Zero tolerance for liars, racists, religion as government,  #VoteBlue22","RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
16030,4/30/2021 7:35,1390000000000000000,,,,3,0,en,Twitter Web App,False,2291525493,Barcelona,False,435,279,43,1350,16,1/19/2014 11:53,KHays_Bluefield,"Bluefield Research: Analyzing Risks, Opportunities, Trends in Global Municipal & Industrial Water Infrastructure & Services Markets   📊📈🌐💧",RT @BluefieldWater: It's been a long time coming...great to see investment in our #waterinfrastructure. BREAKING: Senate passes $35 billion…,,-3
715,5/6/2021 13:48,1390000000000000000,,,,0,0,en,Twitter Web App,False,21531121,cape-cod and sarasota fl.,False,179,100,11,380048,38,2/22/2009 0:27,yportbill,"conservative, spiritual, over 65 down=to=earth-nondrinker, retired",Americans Overwhelmingly Oppose Party-Line Democrat Vote for Infrastructure Bill https://t.co/Q6AiRL4dwG via @BreitbartNews,,4
521,5/6/2021 15:24,1390000000000000000,,,,0,0,en,RSS Post Syndication,False,40173650,RT's Are FYI Purposes Only,False,24018,16923,535,1736464,3763,5/15/2009 4:16,robinsnewswire,"Flying the web for trusted world news reports and shopping discounts 24/7. Retweeting for opinions, useful information, and the many voices of Twitter.","""#POTUS News: Biden heads to Louisiana to pitch infrastructure bill #News"": https://t.co/B5ZV6dXvqs",,0
9818,5/2/2021 14:54,1390000000000000000,,,,2,0,en,Twitter for iPhone,False,543260343,USA,False,8342,9006,60716,176326,217,4/2/2012 6:56,BennieWiley,On The Insane Attraction GOP Has For Liars Cowards Putin Treason Sedition Incompetence & The Immoral Politics Of Hate Religion Hypocrisy Ignorance Fear. No DM.,RT @bgratefull: @mkraju @jaketapper @CNNSotu @SenatorCollins is the party of tRump worship of you want to do some good for your party and A…,,-4
4446,5/4/2021 14:35,1390000000000000000,,,,98,0,en,Twitter for iPad,False,4818656860,,False,651,835,54758,119460,2,1/16/2016 17:17,ran_do_right,"I won’t come into your house & rearrange your furniture if you promise not to try & rearrange mine. I stand for integrity, love & support right of choice.","RT @Janet4OH: Mitch Mcconnell has announced that NO REPUBLICANS WILL VOTE FOR THE INFRASTRUCTURE BILL because, well, I guess they think our…",,-4
13802,4/30/2021 17:23,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,25379461,VARIOUS,False,143,194,2127,43267,34,3/19/2009 20:36,arizman2,,"@Arnold3476 @CBSNews WHY NOT, AS PART OF THE INFRASTRUCTURE BILL, CONSTRUCT GROCERY STORES THAT SELL FRESH VEGETABLES?",,-2
12487,5/1/2021 0:48,1390000000000000000,,,,58,0,en,Twitter for iPhone,False,361544166,,False,8282,9092,20500,200983,112,8/24/2011 23:22,PayDownTheDebt,🇺🇸@JoeBiden https://t.co/UClrPuJpyZ,"RT @old_osc: U.S. Household Income Surged by Record 21.1% in March - The Wall Street Journal

This is progress ⁦@Sen_JoeManchin⁩ this helps…",,-4
4499,5/4/2021 14:19,1390000000000000000,,,,0,0,en,Sprout Social,False,18218378,"San Francisco, CA",True,14174,751,986,10980,653,12/18/2008 16:42,TrustArc,"Reduce complexities, eliminate redundancies and focus on what matters most.",Why Data Regulations Should Be Considered In The Infrastructure Bill (via Forbes) https://t.co/1nLM3JDAqj,,-4
11904,5/1/2021 6:38,1390000000000000000,,,,396,0,en,Twitter for iPad,False,185866880,,False,69,298,18416,13941,1,9/2/2010 1:01,elizabuf,x,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
3799,5/4/2021 18:57,1390000000000000000,,,,0,0,en,Twitter Web App,False,244735102,"Carpentersville, IL",False,404,444,13238,29286,0,1/30/2011 1:01,telluright,,"Republicans don't support the infrastructure bill bec they dont want to TAX THE RICH who made $931 billions on the backs of the suffering ppl during the pandemic.

They did nothing during the pandemic for us the entire time they gave Billionnaires &amp; millionaires tons of support.",,-2
4108,5/4/2021 16:51,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,169925693,,False,40,187,3,34997,0,7/23/2010 14:22,GGGGail,,"STAMPS and ""SCHOOL-FOOD PROGRAMS""— all empowering Democratic interests.

All that would come atop $400 BILLION for HOMOE HEALTH CARE + NEARLY $200 BILLION IN ""ELECTRIC-CAR SUBSIDIES in Biden’s $2.3 TRILLION INFRASTRUCTURE BILL. And don’t forget the $350 BILLION to ""BAIL OUT""",,4
4134,5/4/2021 16:44,1390000000000000000,,,,188,0,en,Twitter Web App,False,78391688,USA,False,3794,3809,58262,107887,28,9/29/2009 19:18,adamdevotion,I believe in equality and fairness for all.  I also am an avid fan of Adam Lambert.His talent is phenomenal! #Liberal #Resist #VoteBlue  #VoteBlueNoMatterWho,RT @AmericaFightHim: Mitch McConnell and the Republicans didn't vote for the relief package Joe Biden presented to help their constituents.…,,-4
13586,4/30/2021 18:07,1390000000000000000,,,,110,0,en,Twitter Web App,False,621403427,,False,284,1168,12113,5829,0,6/28/2012 23:44,VolunteerTutor,,"RT @PatrickRuffini: When given a choice between a narrowly tailored package strictly focused on infrastructure and Biden's $2T package, mor…",,-4
14962,4/30/2021 15:02,1390000000000000000,,,,748,0,en,Twitter Web App,False,2324486774,North East USA,False,29919,29342,96425,247698,139,2/2/2014 23:23,GayEqualGlobal,"#GayRights  #Resist  #BravoTV  #Foodie          
Doctor of Psychology***   GayEqualGlobal                 Retweets=Interest  ***She/Her         
GAY NEWS & INFO","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
2254,5/5/2021 15:01,1390000000000000000,,,,38,0,en,Twitter for iPhone,False,2741312378,,False,539,1417,24409,146830,48,8/18/2014 4:46,Cleosbaby64,"Big, big world out there. Just trying to keep up...","RT @PamKeithFL: Dear @lisamurkowski @MittRomney 

McConnell has announced that he is forbidding you from supporting the infrastructure bill…",,-4
15456,4/30/2021 13:29,1390000000000000000,,,,72,0,en,Twitter Web App,False,865228915,Vendée,False,2167,4998,3858,384679,43,10/6/2012 19:58,DominoisF,On peut être pr l'environnement l'écologie la défense ds animaux et ne pas être de gauche pr autant Non au génocide culturel Français Végétarienne. Suivez moi,"RT @justicedems: ""Getting major climate provisions into the infrastructure bill is a significant achievement for the progressive movement..…",,-4
3070,5/5/2021 1:26,1390000000000000000,,,,184,0,en,Twitter Web App,False,3103213542,"HillaryVillage, CA",False,26004,26240,576106,766667,366,3/22/2015 12:54,awelab1956,"#BidenHarris2024  #StillWithHill  Animal Lover. CRNA, LNC. Textbook contributor, NLM #Atheist #BLM #IFightFascism #SCIENCE #CLIMATE  #HereRightMatters She/Her","RT @santiagomayer_: Reminder: 

Joe Biden wanted to negotiate on the infrastructure bill until Mitch McConnell said there’d be no Republica…",,-4
7317,5/3/2021 14:30,1390000000000000000,,,,18,0,en,Tweetbot for iΟS,False,391051053,,False,438,801,104998,402209,29,10/14/2011 23:52,norsemndem,,RT @JakeSherman: McConnell in Louisville: “They want to raise the corporate rate to the highest in the world … We’re not going to revisit t…,,4
8185,5/3/2021 1:17,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,3135970562,,False,2605,2561,217704,173082,12,4/3/2015 14:09,marino6_marino,“Happy day’s are here again . . . 🎼 “,"RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
13966,4/30/2021 16:52,1390000000000000000,,,,176,0,en,Twitter for Android,False,369364358,"Wylie, Tx",False,1077,2735,586812,32770,4,9/7/2011 7:08,swilliamstexas,,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
15201,4/30/2021 14:42,1390000000000000000,,,,145,0,en,Twitter Web App,False,1018143415,,False,771,699,137398,31777,2,12/17/2012 19:18,lupe_woolf,"retired Postal clerk, liberal in Texas,","RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
833,5/6/2021 12:44,1390000000000000000,,,,37,0,en,Twitter for iPhone,False,3279968239,"New Orleans, LA",False,475,678,3151,40494,6,7/14/2015 20:25,Arikiaraa,Roll your ‘R’s when you talk to me•BLM•KLK•True Aquarius ♒️iZPhi💙,RT @LaDemos: Anyone opposed to President Biden’s infrastructure bill has never driven on Louisiana roads. #Facts,,-4
4776,5/4/2021 12:03,1390000000000000000,,,,7,13,en,Twitter for iPad,False,252684779,Alabama,False,13133,7972,17234,12681,27,2/15/2011 18:05,PaulaCobia,"Human Rights Activist/Attorney, Common Sense Advocate & Citizen Journalist","Trump got the working class vote by promising them coal jobs but all he did was tax cuts for the rich.  Biden's infrastructure bill actually creates jobs for them.
#GOPLiesAboutEverything 
#tuesdaymotivations",,-4
3265,5/4/2021 23:39,1390000000000000000,,,,0,4,en,Twitter Web App,False,74832199,"Colorado Springs, CO",True,2751,748,444,1556,114,9/16/2009 20:41,PeteLeeColorado,"Colorado State Senator District 11 - Colorado Springs + Manitou Springs. Chair of Judiciary and Legal Services. 
Advocate for restorative justice.","Businesses, families, and cars all suffer when our roads are in disrepair. Today House &amp; Senate lawmakers were joined by @GovOfCO and local leaders to unveil a bill to fund our transportation infrastructure. 

#COLeg #COPolitics https://t.co/9hbhk8WDZB",,-4
10242,5/2/2021 10:32,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPad,False,969090476,Cornwall,False,14,278,3428,275,0,11/25/2012 0:45,vardy_connie,,@BeschlossDC Would also be good for the environment.  Add the bill to the Infrastructure Climate bill please.,,-2
860,5/6/2021 12:15,1390000000000000000,,,,50,0,en,Twitter Web App,False,3731167812,,False,1279,4983,31462,18028,6,9/30/2015 0:30,slider14893,"Just an old prune picker who finally woke up. Feminist,Vet,Pro Dems, Unions & people.Ida, Martin, Bobby, Cesar, Dolores, I'm still with you. Be Tom Joad.","RT @leftcoastbabe: Mitch McConnell: ""100% of my focus is on stopping this new administration.""

So when Joe Biden and Senate Democratic lea…",,-4
1164,5/6/2021 3:11,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,18916157,,False,471,1745,907,6208,7,1/12/2009 21:23,NancyNorde,I enjoy engaging people and honest conversations.,"the John Lewis Voting Rights Act, and @POTUS’ Infrastructure Bill. If not 2022 will not be good for the Dems.",,-4
10758,5/1/2021 21:38,1390000000000000000,,,,34,0,en,Twitter Web App,False,2189742660,"Pahrump, Nevada",False,2429,4521,38573,38647,3,11/12/2013 6:22,skipselect1,"Retired Marine, born 1941, 100% Disabled Veteran (CR) Married to Brooklyn Girl. Former Private, Corporal, Sergeant, SSgt, GySgt, WO, CWO, and 1st. Lt.!","RT @CorporalBen: America, do you realize that under Biden's ""Infrastructure  Bill"" Anyone who works on Any of the projects outlined in this…",,3
2679,5/5/2021 6:50,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,385258753,"Dallas, TX| ATL",False,183,546,509,2232,3,10/5/2011 5:11,PCmoneme,"Founder Davoun Technologies Ltd. Educationist and philanthropist, current affairs analyst. Firm believer in Nigeria project. Advocate of a better society.",@nairaland The major reason why data may never come cheap in Nigeria is lack of infrastructure to drive down the cost of data. The cost of running a business in Nigeria is way too high. This translates to high cost of everything. I pay $50/month for phone bill &amp; $100/month for WiFi @ home,,-4
11182,5/1/2021 17:25,1390000000000000000,,,,62,0,en,Twitter for iPhone,False,39531258,USA,False,41,80,157,2012,1,5/12/2009 16:09,bill_sundstrom,"Retired world traveler with a partner, two children and two grandkids.",RT @michael_muscato: Imagine if the seniors of #AZ08 could get on a light rail to downtown for a ballgame or an art exhibit. Imagine if our…,,-4
15089,4/30/2021 14:53,1390000000000000000,,,,145,0,en,Twitter for iPhone,False,2584806333,,False,342,591,26005,17738,14,6/5/2014 18:26,olga_bobish,,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
9673,5/2/2021 15:34,1390000000000000000,1390000000000000000,,,0,1,en,Twitter Web App,False,1421458982,Living in sunny Arizona,False,6592,7140,47348,144395,113,5/11/2013 19:53,PAWarnhoff,,@PalmerReport @RepublicanSwine Loved listening to Susan Collins talk about the infrastructure bill on television today. She's all for it as long as Republicans get to write it. With a fraction of what President Biden wants.,,4
4867,5/4/2021 11:22,1390000000000000000,,,,52,0,en,Twitter for Android,False,327022004,"Harrisburg, Pa",False,3230,4920,137086,290650,51,6/30/2011 21:35,GeminijlwWilson,"Am 63 year old, retiree, live on a shoe string, believe in making changes today.  Occupy everything. #VoteBlue #BlueWave #Anti-Trump #ResistanceUnited","RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin…",,-4
15572,4/30/2021 12:40,1390000000000000000,,,,2123,0,en,Twitter for Android,False,141392441,"California, USA",False,15797,16410,80986,113688,10,5/8/2010 0:12,samicat1982,Life long #Resister 🇺🇸 ( Alt @SamiTwo1982 ) 🌊 CA native. 😈 Boy mom. 🍀 Cat mom. 🐈 Plant mom. 🌱 #Resist 🌊 #ResistersUnite 🌊 #Biden 🍃🌊🍀🌊🌿🌊🌱🌈🌎,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
13253,4/30/2021 19:51,1390000000000000000,,,,2,2,en,Twitter for Android,True,4285673799,"North Jersey, USA",False,17612,17898,70997,21915,7,11/26/2015 13:30,SecretAgent_86,"M*A*G*A 
K*A*G 
W*W*G*1*W*G*A","Amtrak has been in business 50 years
Joe Biden has been in politics 50 years
Amtrak has received $13 billion in subsidies
Joe Biden wants to give $80 billion to Amtrak in the infrastructure bill
Coincidence?...
Does Joe Biden have a financial interest in Amtrak????...
Kickbacks?? https://t.co/BYtMGBAl7l",,3
1393,5/5/2021 23:56,1390000000000000000,,,,165,0,en,Twitter for iPad,False,2569169319,,False,1003,1705,3407,24952,0,5/28/2014 15:35,lindastein22,Writer and editor living near Philadelphia. Married. Mom. Nana. No DMs. Author of mystery novel: Trenton Dead. 🇺🇸🇮🇱,"RT @SandraSentinel: This will affect middle class, not the elites who live behind their walls in guarded gated communities:

Biden commence…",,3
6501,5/3/2021 18:44,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,4653332773,"East Bay, Cali",False,57,359,5397,2738,0,12/26/2015 4:52,Okami_ffxiv,"Okami in FFXIV
Socialist from Cali. 
Really tired of the United States of Austerity.",@rubin_048 @SoftBotMikey @hutchinson You think democrats would want/okay with bills like the relief bill or the infrastructure bill being tanked if the progressives hold out for more? Those are must pass bills. The Dems need those bills passed. You use that to get what you need.,,-3
12880,4/30/2021 21:53,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,3237295993,"City Island, Bronx, NY",False,264,346,6500,2447,11,6/5/2015 20:27,webdevjeffus,He/him/his. #BLM. Web developer and educator,"@pblowe2 @BillKristol The great country we inherited was built by communal effort thru government projects in the 30s, 40s &amp; 50s. Boomer leaders spent their careers pillaging the earth &amp; wearing out the infrastructure, lining their pockets. Now we either pay our bill, or admit we screwed our own kids.",,-2
10182,5/2/2021 12:05,1390000000000000000,,,,0,1,en,Sprinklr,False,634877232,"Boston, MA",False,9761,2489,6372,27338,288,7/13/2012 19:10,cogwbur,"Thinking that Matters: Ideas and opinions presented by @wbur, Boston's @npr news station.","""The infrastructure bill obviously provides work; what if it also shored up Social Security’s solvency to guarantee workers comfort when they’re old?"" 

https://t.co/rL439Xwq7I",,-2
5686,5/4/2021 0:49,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for Android,False,2472112885,Earth,False,1184,446,151161,149672,1,5/1/2014 7:30,threepeaks74,keeping the bastards in check since the day before yesterday. Truther and Optimistic Pessimist. Political junkie. Retweets are not endorsements of persons.,"@hugolowell You'd think Mitch would want an infrastructure bill that would bring much needed work in Kentucky, especially since a certain aluminum plant just took a big financial hit",,-4
16283,4/30/2021 4:35,1390000000000000000,,,,0,1,en,Twitter for iPad,True,159900781,"Dallas, TX",False,3428,1116,3107,23805,144,6/26/2010 16:32,tomkozlik,Head of Strategy and Credit at HilltopSecurities @HTS_Financial; #muniland; tweets not endorsements,"“A bipartisan bill to boost funding for states' water #infrastructure passed the Senate 89-2 Thursday, sending it to the House of Representatives,” wrote @BudrykZack @thehill @coy_debra https://t.co/gpH1SASAEK",,-4
14980,4/30/2021 15:01,1390000000000000000,,,,748,0,en,Twitter for Android,False,30995325,"Chicago, Illinois",False,810,872,96091,34821,15,4/13/2009 23:45,ginniefoley,"Author, teacher, lifelong learner, SUPER CHICAGO CUBS FAN! #resistance BLM 🇺🇸🌊 LGBTQ","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
