,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category
167,5/6/2021 17:59,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,476781951,Cogito Ergo Sum,False,7963,7312,287186,125262,33,1/28/2012 13:50,LSTrip44,“Complacency in the defense of democracy is no virtue” 16th Gen AMERICAN (1635) WTC 9/11 NYC #NeverForget #MusicFromGroundZero All Things Must Pass #MFGZ,why for a photo op like right wing frauds how passing an infrastructure bill you freaking dolts now sit down comrades,
161,5/6/2021 18:01,1390000000000000000,,,,38,0,en,Twitter Web App,False,1669424353,,False,587,1396,28945,39428,1,8/14/2013 3:31,MABurrowes,,rt texas is moving ahead with legislation aimed at keeping hostile countries out of the state s critical infrastructure th,
12891,4/30/2021 21:49,1390000000000000000,,,,117,0,en,Janetter for Android,False,124730664,Northwestern New Jersey,False,491,737,145,130725,32,3/20/2010 11:05,JGzGurl24,,rt president biden s so called infrastructure plan is not infrastructure two months removed from the last multi trillion,
13884,4/30/2021 17:07,1390000000000000000,,,,1,1,en,Twitter Web App,False,18909919,"Warwick, RI and Washington, DC",True,28768,4610,3239,13596,1098,1/12/2009 18:36,JimLangevin,U.S. Congressman for Rhode Island's Second District,is right funding for cyber protections must be included in any infrastructure bill that congress takes up,
2041,5/5/2021 17:27,1390000000000000000,,,,20,0,en,Twitter for iPhone,False,262942217,,False,270,448,7309,2363,2,3/9/2011 2:09,tripleEkotnik,Molecular Genetics and Genomics grad student @WUSTLdbbs interested in ovarian cancer genomics. @WUSTLProSPER President. #scipol Go Blue! Opinions are my own.,rt thank you and for meeting w us this morning about west lake landfill,
528,5/6/2021 15:21,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,899000000000000000,"California, USA",False,2716,904,91551,42105,5,8/18/2017 21:29,DavePerrino,"“I continue to believe in the American Dream. I believe that in America, right matters. I want to help ensure that right matters for all Americans.” A. Vindman",jutta if you think republicans have no power you need to think again they are currently restricting voting across the country they have effectively stopped the voting rights act dc statehood possibly the infrastructure bill while collecting millions in donations,
7075,5/3/2021 15:25,1390000000000000000,,,,59,0,en,Twitter for iPhone,False,187464444,,False,232,284,13393,22061,2,9/6/2010 9:05,rellsturdevant,Seattle📍,rt mcconnell says he s open to an infrastructure bill that both sides agree on but he s not open to any change to the,
5509,5/4/2021 1:44,1390000000000000000,,,,52,0,en,Twitter for iPhone,False,824343252,,False,160,2185,26307,46141,6,9/15/2012 1:48,4wardthink3r,Political and weather junkie. Retweeets are not endorsements!!,rt opening the door to a smaller infrastructure bill sen mitch mcconnell the top republican in the senate says his party is willin,
2468,5/5/2021 13:00,1390000000000000000,,,,0,0,en,Hootsuite Inc.,False,986000000000000000,"Washington, DC",False,997,738,799,10388,19,4/17/2018 12:49,AASHTOsean,I'm the senior editor at the American Association of State Highway and Transportation Officials (AASHTO for short).,jared polis backs a billion transportation funding bill to fix roads bridges improve transit options meet colorado s climate goals future proof state mobility systems infrastructure,
13566,4/30/2021 18:11,1390000000000000000,,,,117,0,en,Twitter for iPhone,False,4492489754,United States,False,4003,3965,184009,153813,5,12/8/2015 3:10,noxa_nonne,"Silence is golden Duct tape is silver.🦋2A,🦋DOGS,🦋TRUMP, 🦋DEATH PENALTY,🦋COPS,🦋 WALL,🦋USA,🦋 GOD, 🦋INDUSTRIAL MUSIC 🦋",rt president biden s so called infrastructure plan is not infrastructure two months removed from the last multi trillion,
2343,5/5/2021 14:21,1390000000000000000,,,,0,0,en,Buffer,False,940425055,"New York, NY",False,1785,1191,2472,3752,74,11/11/2012 2:44,tffjinitiative,"A school-based after-school and community health program, we train and empower teens to be hydroponic farmers and food justice ambassadors",we are one of the organizations last month that reached out to our administration to include healthy school meals for all in any upcoming human infrastructure or recovery bill leave us a comment below if you have any questions growwithus foodjusticenyc foodinsecurity,
703,5/6/2021 13:51,1390000000000000000,,,,1,0,en,Twitter for Android,True,3197746368,"Oregon, USA",False,4554,4581,242650,111512,11,5/16/2015 18:55,tljnsnEverwhere,"What a long strange trip it's been from IN to end up in the PNW. . .and it ain't over yet! We're still rockin' down the highway!
✌❤🌞 ...& Vive la resistance!",rt it s beginning to look like the dems are using unity as an excuse to not put the infrastructure bill through or end,
4336,5/4/2021 15:18,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,866396516,"Padre Island,Texas",False,2173,5009,12206,30271,3,10/7/2012 14:15,surftweeker,"Texan Refinery Boilermaker,Welder, Honorably Discharged Army Veteran, truck driver, liberal loving  surfer! TRUMP IS A MORON AND NEEDS TO BE IN PRISON!",ted cruz stay in your lane your embarrassment to texans if you back biden infrastructure bill i promise a super fast rail train non stop from texas to canada please be on it,
6335,5/3/2021 19:48,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPhone,False,35964077,"ÜT: 35.514895,-97.540958",False,1038,1846,3128,14655,46,4/28/2009 2:50,SherylMoser,"Wife, Mom of 3, adopted mom to many. former Derby girl, Realtor, Proud American that stands up to what’s right 🇺🇸.",of a bill is not an infrastructure bill you need to read the bill so you know what your talking about not just what the media tells you,
916,5/6/2021 11:15,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,361710185,"Arlington, VA",False,690,1996,200052,5303,2,8/25/2011 6:15,patriciaarln,"Proud non-celebrity and devoted citizen of the USA. Fed up with gun violence, racism, Trumpism, and catering to the wealthy elite.",thanks this is great if the huge infrastructure bill which is much needed in my opinion fails to pass this will give the house something to approve so we the people won t be stuck with zero progress again,
4546,5/4/2021 13:57,1390000000000000000,,,,14,0,en,Twitter for iPhone,False,4852400261,"Edmonton, Alberta",False,502,643,16848,6510,4,1/27/2016 5:01,elizabethjoy_xo,Recklessly optimistic | always in motion | caffeine fueled | firm believer that government exists to serve the people | tax the rich | #ZeroCOVID,rt we ve got covidiots protesting and disrupting at hospitals and vaccine sites why don t and speak o,
2433,5/5/2021 13:29,1390000000000000000,,,,26,0,en,Twitter Web App,False,270664041,"Tennessee, USA",False,3874,4968,76153,158542,17,3/23/2011 1:22,Cie2011,Editor of International dog magazine/Senior English Teacher/Animal lover.,rt house majority leader steny hoyer d md joins the post to discuss immigration reform the infrastructure bill and his,
13396,4/30/2021 19:02,1390000000000000000,,,,27,0,en,Twitter for Android,False,29614723,east of eden,False,167,432,125639,19900,3,4/8/2009 2:19,peggy_gabour,"beach wanderer, dog walker, nature enthusiast..news junkie",rt tells that president joe biden is right on message tying jobs to climate change the kind of clim,
4115,5/4/2021 16:48,1390000000000000000,,,,11,0,en,Twitter for iPhone,False,874917390,"Indiana, USA",False,2163,3993,46492,89086,46,10/12/2012 4:26,KevinHardest,Avid Trump Supporter; #BestPresidentEver & BTW I’m a home taught cook that Caters; Chuga Chuga Choo Choo 👩‍🍳🎉,rt had a great visit with prattville mayor bill gillespie yesterday afternoon we talked about local infrastructure needs co,
11271,5/1/2021 16:58,1390000000000000000,,,,84,0,en,Twitter for iPhone,True,1056585638,Urithiru,False,234,1120,66632,47424,5,1/3/2013 1:37,DrWindrunner,"I pretty much talk about Politics, Vidya Games, and the Braves",rt vote for my giant infrastructure bill or we ll do it without you through reconciliation is about as my way or the,
10972,5/1/2021 19:32,1390000000000000000,,,,0,0,en,Twitter Web App,False,74198638,"Winter Park, Florida, USA",False,2306,2516,8471,2451,7,9/14/2009 16:41,BevMura,"Rollins College, BA Eng/Hum, MLS; #BLM #VotingRights #TheConversation #KindnessMatters #Cats No DMs “What is to give light must endure burning.” Viktor Frankl",yes senate passes billion water bill but bigger infrastructure fights loom,
13351,4/30/2021 19:13,1390000000000000000,,,,58,0,en,Twitter Web App,False,24197100,Louisiana,False,4539,4998,155391,100224,20,3/13/2009 16:14,liliknits,"I do needle arts A-Z.Recycle Arts. Opinions mine, I❤and RT what I like. NO Lists, NO DM's,❤🐱&🐶(Pic's are by me 📷) #Resistance #BleedBlue #BLM 🌊",rt osc u s household income surged by record in march the wall street journal this is progress joemanchin this helps,
10379,5/2/2021 3:06,1390000000000000000,,,,99,0,en,Twitter for iPhone,False,4622424132,,False,1962,449,21569,20652,1,12/21/2015 14:39,Blend_Ben,Ad astra per aspera,rt through his covid relief bill and infrastructure proposals mr biden is striving to prove that government can craft policies,
1832,5/5/2021 19:33,1390000000000000000,,,,43,0,en,Twitter Web App,False,848000000000000000,"Anchorage, AK",False,11669,12259,227654,80185,16,4/2/2017 7:42,17frosted,"🌊🌊🌊 #IVotedBidenHarris2020  Somewhat left of center.  It's a new day, America! We won! Not looking for romance. NO DMs.
Go Seahawks!",rt a lot of lies and distortions are told about biden s infrastructure and job plan and for the slightly obsessive among us th,
16219,4/30/2021 5:00,1390000000000000000,,,,61,0,en,Twitter for Android,False,296550499,,False,457,2169,68670,81775,2,5/11/2011 0:04,ufuomaogba,,rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
3766,5/4/2021 19:26,1390000000000000000,,,,0,0,en,Twitter Web App,False,41273950,,False,703,2316,15389,15315,13,5/20/2009 2:19,robtobrien,Still believe in giving peace a chance. Socialist Veteran Baby Senior Citizen  Large Anterior Cingulate Gyrus,come up with worst slogan ever to sell infrastructure bill via an oxymoronic slogan great,
13755,4/30/2021 17:32,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,329782601,ATL,False,747,203,45409,34447,2,7/5/2011 16:25,GoodLuckChvck,The Play Don’t Care Who Makes It @MoonshotSports #MPT #UPG,yeah construction down here is the industry to be in over the next decade especially if they pass the infrastructure bill can t go a mile in north and central florida without seeing some form of construction,
1220,5/6/2021 2:30,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for iPhone,False,1660957968,,False,150,757,18248,5112,0,8/10/2013 21:21,MoniqueKoehler1,,let s concentrate on and get the very important infrastructure bill passed please,
4108,5/4/2021 16:51,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,169925693,,False,40,187,3,34997,0,7/23/2010 14:22,GGGGail,,stamps and school food programs all empowering democratic interests all that would come atop billion for homoe health care nearly billion in electric car subsidies in biden s trillion infrastructure bill and don t forget the billion to bail out,
14699,4/30/2021 15:24,1390000000000000000,,,,748,0,en,Twitter for Android,False,82769590,,False,44,265,50998,48543,0,10/16/2009 1:53,jkbeitscher,,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
6701,5/3/2021 17:40,1390000000000000000,,,,144,0,en,Twitter Web App,False,2832602623,"Spokane, WA",False,3646,4995,120209,89083,0,9/26/2014 5:23,marceac88,"I #resist not for me, but for my grandchildren.  #BuildBackBetter #VoteBlue2020 #BlackLivesMatter 🌊🌊🌊💙❄️trumpers get instantly blocked",rt hurt in dalton today na the largest solar panel manufacturer in the western hemisphere calls the infrastru,
3621,5/4/2021 20:39,1390000000000000000,,,,42,0,en,Twitter for iPad,False,1037988811,,False,328,962,28920,21974,2,12/26/2012 20:19,darwhaley,,rt we ve been told our roads bridges are crumbling but the biden administration s trillion infrastructure plan s,
12358,5/1/2021 1:32,1390000000000000000,,,,203,0,en,Twitter for iPad,False,26557487,"miami, florida, usa ",False,7683,6309,103646,91016,63,3/25/2009 18:31,CireAmai,"inspiring with a principle of purity. integrity, pride and honor. expressing views ⚖️May the force be you #RESIST🗽 #BLM✊🏽 #EveryVoice #DemVoice1🗣",rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
12573,5/1/2021 0:24,1390000000000000000,,,,396,0,en,Twitter for iPhone,False,209608973,,False,4463,4509,326701,267053,522,10/29/2010 14:38,caroltpsworld,Connecting dots #Climate #Si2 #NeverAgain #Vegan  #NASA #ESA #MarchForOurLives #Science #Legalize #Technology #Surfing #BLM #Humanity #Resist,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
3234,5/5/2021 0:03,1390000000000000000,,,,42,0,en,Twitter for iPhone,False,1504997208,,False,124,145,14151,45638,5,6/11/2013 17:01,wkcarter2341,"Concerned citizen, retired science teacher.",rt we ve been told our roads bridges are crumbling but the biden administration s trillion infrastructure plan s,
8269,5/3/2021 0:40,1390000000000000000,,,,349,0,en,Twitter for Android,False,88424976,,False,125,776,6529,6137,1,11/8/2009 14:06,vmant,"Small business, do not mind paying some taxes, just don't waste them.  And I retweet ALOT",rt the trillion dollar infrastructure bill only spends on infrastructure,
12393,5/1/2021 1:20,1390000000000000000,,,,2,0,en,Buffer,False,820350654,New York,False,298,296,32,1614,33,9/12/2012 21:08,JoshMoulin,"Husband & Dad. Sr. Vice President @CISecurity. Former Executive Partner @Gartner_inc, CIO & CISO @NNSANevada, Law Enforcement Cyber Commander. Views are mine.",a recent attempt by hackers to poison the water supply in a florida town prompted calls for more resources whitehouse cybersecurity,
5600,5/4/2021 1:25,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,2355294444,East houston,False,216,111,4077,14374,2,2/21/2014 20:24,danp2078r,,films how does one negotiate in good faith when your leader has declared zero votes for any type infrastructure bill are not interested in doing anything lazy corrupt party,
1045,5/6/2021 6:43,1390000000000000000,,,,0,0,en,Twitter for Android,False,1695580555,"Mancherial-Naspur, India",False,343,592,25061,8596,4,8/24/2013 4:45,KSKumar_8,"#INDIAN 🇮🇳  #PRABHAS❤️ 
Nothing lasts forever...Change is the forever constant!!!",for every mandal mro office govt has sanctioned lakhs but there s a scam in this too i don t know abt other districts but in my district mancherial every mandal mro office filed for lakhs bill for dharani infrastructure tsrevenueactscam,
8751,5/2/2021 20:52,1390000000000000000,,,,45,0,en,Twitter for iPhone,False,1178989675,"Florida, USA",False,27713,26943,142501,71065,22,2/14/2013 12:58,kooliegirl,#IDWP💙💙💙💙💙💙#ONEV1 Z-26 #wtpBLUE #wtpEARTH,rt the americajobsplan contains ambitious climate and clean energy investments and while the gop wants to remove them nea,
15391,4/30/2021 13:49,1390000000000000000,,,,0,1,en,Twitter Web App,False,3751241727,USA,True,51126,590,1109,2068,199,9/23/2015 16:55,pgim,"PGIM is the investment management business of @Prudential Financial, Inc. (USA) → https://t.co/S1eSNERZCT Please read: https://t.co/gLkjMJuLO3",today at pm et watch ceo david hunt as he joins with anchors and to discuss interest rates investor sentiment around inflation expectations the biden administration s proposed infrastructure bill and other pressing topics,
2363,5/5/2021 14:06,1390000000000000000,,,,57,0,en,Twitter for iPhone,False,2872449643,"Oakland, CA",False,675,953,69080,89915,3,10/23/2014 2:06,bmitchell94619,"Rabid Golden State Warrior Fan and NBA junkie. Big supporter of British drama, comedies and PBS prog. Like Politics, reading, studying history, movies and music",rt mitch mcconnell has announced that not one republican will vote for the infrastructure bill that will create millions of jobs,
12193,5/1/2021 2:41,1390000000000000000,,,,0,1,en,Twitter Web App,False,167485564,"Augusta, GA",True,9558,631,1954,38351,210,7/16/2010 18:23,WFXGFOX54,"Breaking news and weather for the #CSRA. Watch your news, one hour earlier at 10 p.m. on #WFXG!",today we spoke to sen jon ossoff about the recently passed billion water infrastructure bill to upgrade the country s drinking and wastewater systems that he helped secure million in funding for,
4834,5/4/2021 11:40,1390000000000000000,,,,0,2,en,Twitter Web App,False,3043584104,"Harrisburg, Pennsylvania",False,957,2304,2972,4680,18,2/26/2015 13:43,PaButtoneer,,another republican taking credit for a bill he opposed americanrescueplan perry will also attend every ribbon cutting after he votes against the infrastructure bill as well americanjobsplan,
2408,5/5/2021 13:41,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,273560667,,False,48,837,1762,1155,0,3/28/2011 18:38,HowBayne,,says the women who with her party votes against every bill designed to improve the lives of actual americans healthcare family leave minimum wage gun control infrastructure covid relief cheques,
4249,5/4/2021 15:57,1390000000000000000,,,,48,0,en,Twitter for iPhone,False,773000000000000000,,False,95,107,21062,20040,8,9/5/2016 12:17,RoslynMRushing,"Jesus Follower, Blessed with Family, Trump Supporter",rt icymi i joined on this morning to discuss biden s disastrous infrastructure bill and how i,
16439,4/30/2021 3:33,1390000000000000000,,,,25,0,en,Twitter for Android,False,744194214,West Michigan,False,3053,5002,1870,330244,36,8/8/2012 1:54,stevgole,"I could write anything here, including that I am a christian, but that means nothing without evidence. Hell, even donald trump calls himself a christian!",rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
15926,4/30/2021 9:12,1390000000000000000,,,,29,0,en,Twitter for iPhone,False,27275958,"Florida, USA",False,562,2151,60470,69509,7,3/28/2009 18:03,HecateIsComing,"Proud Civil Servant for over 31 yrs, my way of serving my country.",rt senate overwhelmingly approves billion bipartisan water infrastructure bill,
12845,4/30/2021 22:10,1390000000000000000,,,,16,0,en,Twitter for iPhone,False,902037150,San Francisco,False,1566,1816,97008,106186,6,10/24/2012 15:28,IJDjurkin,"IT pro, happily married, Conservative. No DMs! l like beer, wine, & other tasty drinks in moderation. Prefer rational discussion, Ex EE, but who cares?",rt biden s in philly today announcing billion in aid for amtrak in his infrastructure bill seriously who the hell is,
5848,5/3/2021 23:43,1390000000000000000,1390000000000000000,,,2,2,en,Twitter Web App,False,141467307,Northern California,False,116,322,36386,9542,0,5/8/2010 5:03,grape_stomper,,yes but jobs needed too right now rebuild america only first vaccine or more people need stimulus cks it this and infrastructure bill which gop will block meanwhile people need help,
693,5/6/2021 13:56,1390000000000000000,,,,85,0,en,Twitter Web App,False,483250250,,False,1350,1408,149614,85966,1,2/4/2012 20:11,o_gur,"parent, loves life, cat lover, widow",rt kamala harris traveled to milwaukee on tuesday to promote joe biden s giant infrastructure bill which has virtually,
2937,5/5/2021 2:06,1390000000000000000,,,,34,0,en,Twitter Web App,False,76670255,,False,223,190,20814,22976,0,9/23/2009 15:24,schnabelhaus,,rt fuck mitch mcconnell and the republicans steam roll every single one of those obstructionists on the infrastructure bill,
11744,5/1/2021 11:54,1390000000000000000,,,,1,2,en,WordPress.com,False,250402748,"Denver, CO",False,2292,515,16627,186304,229,2/11/2011 1:11,CoyoteGulch,Publisher of Coyote Gulch. Water issues junkie.,senate passes billion water bill but bigger infrastructure fights loom the new york times,
5091,5/4/2021 6:28,1390000000000000000,,,,1,0,en,Twitter for iPhone,True,2904212514,Washington State/Palm Springs,False,255,767,21307,7492,5,11/19/2014 7:27,plut_alyssa,"There is ONLY ONE set of facts/reality. SAVE THE BEES, ORCAS AND KOALAS!!!!! #RESIST",rt he could give shits about westvirginia otherwise he d be voting on the infrastructure bill the american families pl,
15672,4/30/2021 11:57,1390000000000000000,,,,2123,0,en,Twitter for iPhone,False,24427445,Maine,False,2563,4942,4149,14441,2,3/14/2009 20:49,JulieBidMaine,a Mainer & retired teacher hoping we can finally do this ! And dogs in the White House ....come on 💕,rt republicans are against the covid relief bill minimum wage billionaires paying taxes infrastructure voting r,
11128,5/1/2021 17:49,1390000000000000000,,,,94,0,en,Twitter for Android,False,1626608653,,False,2557,5001,66,156238,7,7/27/2013 23:58,EvaMorgancay,"Stand 4d truth regardless of cost.
Wouldn't b quiet any longer. 
No more ignorance. 
Demand democracy.
Insist on it. VOTE‼️☮
STOP FASCISM-STAND UP",rt rep james clyburn the price tag of the infrastructure bill is big but the cost of not doing it is much mush bigger ms,
11352,5/1/2021 16:05,1390000000000000000,,,,2,0,en,Twitter Web App,False,13746792,,False,11771,6385,23809,14076,622,2/20/2008 23:53,RobinLloyd99,"freelance reporter & editor on public health & science, @sciam contributor, https://t.co/HpWk4AY6pe, covid news: https://t.co/fzMFf2JbEr, on Munsee Lenape land",rt senate passes the drinking water and wastewater infrastructure act of which would put billion toward state wate,
10461,5/2/2021 1:29,1390000000000000000,,,,8,0,en,Twitter for iPhone,False,2307646416,United States,False,1060,881,98,2532,44,1/24/2014 3:31,WaterDisputes,CWR has decades of experience resolving water & environmental conflicts. “Water management is conflict management.” RT ≠ endorsements. #mediation #waterconflict,rt water bill may open spigot for biden infrastructure plan from water infrastructure,
16465,4/30/2021 3:23,1390000000000000000,,,,44,0,en,Twitter Web App,False,1320037645,United States - upstate NY,False,5630,4678,252460,150274,4,4/1/2013 9:59,almost_jane,"This thing isn't over, friends. It's just getting started. Now is when the real work begins... #Resist #BLM #VoteBlue",rt senate overwhelmingly approves billion bipartisan water infrastructure bill,
6008,5/3/2021 22:11,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,1497669295,"Washington, DC",False,146,326,1320,6650,0,6/10/2013 7:47,skodasays,my tweets are not my own,the direct quote i said to insert extra into is from the video lol i did listen to it all seems pretty obvious he is referring to the tax increases coming from the infrastructure bill,
15007,4/30/2021 14:59,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,744000000000000000,"Connecticut, USA",False,708,1218,76720,36828,5,6/16/2016 20:51,OngeSuzanne,#notmypresident #womensrightsarehumanrights.                            Dana Loesch blocked me,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
12809,4/30/2021 22:38,1390000000000000000,,,,748,0,en,Twitter Web App,False,1723748329,"Boise, ID",False,1222,1902,5657,147101,2,9/2/2013 23:11,ak9stout,"""You might as well question why we breathe. If we stop breathing, we'll die. If we stop fighting our enemies, the world will die."" Join the resistance!",rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
2730,5/5/2021 5:05,1390000000000000000,,,,42,0,en,Twitter for Android,False,4498529961,,False,65,13,13047,66325,1,12/16/2015 3:05,AAltheguy,,rt we ve been told our roads bridges are crumbling but the biden administration s trillion infrastructure plan s,
542,5/6/2021 15:13,1390000000000000000,,,,7,0,en,Twitter Web App,False,182091100,"Norwood, MA",False,794,467,1097,7280,43,8/23/2010 20:22,NV_Chamber,"The largest and most effective organization in the region for business networking, advocacy and supporting our communities.",rt bipartisan action from congress is the only way to get meaningful infrastructure projects completed it s time for action,
8099,5/3/2021 2:02,1390000000000000000,,,,21,0,en,Twitter for iPhone,False,389705011,The Earth,False,355,5005,13719,153287,13,10/12/2011 21:30,RockyLum,This is better than talking to myself. #Wearamask,rt let s face it dems working with sens collins murkowski maybe caputo will mean ending up with a skinnier infrastructur,
15928,4/30/2021 9:11,1390000000000000000,,,,29,0,en,Twitter Web App,False,17979013,Bay Area,False,2161,2972,5602,18543,145,12/9/2008 0:47,ccrask,"Final Cut Pro Lady, Manager SF Cutters in San Francisco",rt senate overwhelmingly approves billion bipartisan water infrastructure bill,
4731,5/4/2021 12:22,1390000000000000000,,,,188,0,en,Twitter for Android,False,87832714,"Silver Spring, MD ",False,3748,4994,258749,219432,9,11/6/2009 1:04,tshequine,"Dog loving, cocktail drinking, hard working, beach going, artist, therapist, business owner. #TheResistance",rt mitch mcconnell and the republicans didn t vote for the relief package joe biden presented to help their constituents,
2744,5/5/2021 4:41,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for Android,False,139426785,,False,18,132,911,952,0,5/2/2010 15:37,GR8_IND,,think about them ur ego of rollback farm bill is hurting food producer of contry better think of them n prevailing lack of infrastructure due to pandemic first resolve this issues but unfortunately ur ultimate aim is to gain power dharna to divert core issues,
400,5/6/2021 16:14,1390000000000000000,,,,1,4,en,Twitter Web App,True,400810784,CartersCastle Isle of Wight UK,False,15119,5265,5206,396524,626,10/29/2011 16:19,CartersCollecta,"SEMI SHIELDING! But had 1st Jab
SELLER DOESN'T BITE: Welsh but IOW living, sell antiques & vintage etc items via our website (See below) + ebay. On #MHHSBD",is this why the water rates are so high for our water bill has almost doubled are we paying for southern water s failure to maintain its own infrastructure,
8279,5/3/2021 0:37,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,21943486,,False,168,450,29660,60055,2,2/26/2009 0:12,Patigrl,,rt repub politicians are such idiots an infrastructure bill would not only create construction jobs it would also mean e,
2577,5/5/2021 11:15,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPad,False,523162708,,False,3167,3815,151826,32742,5,3/13/2012 11:43,JerryAnders1,"I paid my taxes, but then again my name isn’t Trump. FBR. No DM’s.",ok but where were the bills for infrastructure and healthcare they never materialized blowing the horn on a big truck does not make a bill,
5724,5/4/2021 0:28,1390000000000000000,,,,4,0,en,Twitter for Android,False,108940029,Mother Earth,False,3372,2624,91686,50066,122,1/27/2010 13:41,KissTheEarth,"TrayvonMartin
 EndFracking
 
❤MotherEarth❤",rt on sunday rob portman was invited to spread his lies on meet the press rob said a group of republic,
7597,5/3/2021 12:29,1390000000000000000,,,,0,2,en,Twitter for iPhone,False,39305595,Massachusetts,False,588,1416,6215,39327,14,5/11/2009 18:17,iunderstoodu,"Organic Gardener hoping sanity will descend upon the Earth's humans. There is only one race, Human. And we are all needed to secure our collective future.",it s interesting that republican lawmakers seem to compare the biden infrastructure bill cost to what previous war costs war destroys this bill will invest in america good early childcare is very expensive every child should have access to great childcare schools,
1917,5/5/2021 18:42,1390000000000000000,,,,73,0,en,Twitter Web App,False,18842574,Western USA,False,416,600,90187,82476,4,1/10/2009 18:58,Orlien,"Interests in Genealogy, Business, Medicine, Politics and family....:)",rt texas is moving ahead with legislation aimed at keeping hostile countries out of the state s critical infrastructure th,
16478,4/30/2021 3:15,1390000000000000000,,,,0,0,en,dlvr.it,False,4725957312,"Queens, NY - Worldwide",False,138,105,29,39235,2,1/8/2016 1:26,TheRadioTFI,"Home of @TaxiStandHour, music, memories and more. Catch @ShannonRadioTFI and @EdRadioTFI LIVE Sundays 10AM ET.
Download the Radio TFI App!",senate votes to open floodgates passes bipartisan billion water infrastructure bill nbc news,
1827,5/5/2021 19:37,1390000000000000000,,,,184,0,en,Twitter Web App,False,68501539,gainesville florida,False,133,131,2391,2663,6,8/24/2009 20:15,greatergator,,rt reminder joe biden wanted to negotiate on the infrastructure bill until mitch mcconnell said there d be no republica,
4734,5/4/2021 12:21,1390000000000000000,,,,13,0,en,Twitter for Android,False,15743925,,False,659,2245,99558,56992,23,8/6/2008 0:41,helchose,,rt yes an infrastructure and climate bill should spend on bridges may seem unnecessary to say this but if you haven t noticed,
14988,4/30/2021 15:01,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,119884277,,False,49,300,8116,3948,0,3/4/2010 21:25,fhearghuismphay,stay-at-home wine enthusiast; forest dweller,hi congrats and please support whatever infra and payment method the vast majority of americans are into namely a huge infrastructure bill paid for by corporations and please pay your share as a corporation thank you american citizen,
14234,4/30/2021 16:13,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,4716230311,,False,48,509,50055,30598,0,1/6/2016 1:28,AllegraMi,,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
14812,4/30/2021 15:14,1390000000000000000,,,,256,0,en,Twitter Web App,False,991458660,"Bonita Springs, FL",False,129,285,25171,26571,2,12/5/2012 18:03,lawrwbeck,,rt people in massachusetts and across the country deserve safe drinking water free of lead pfas and other dangerous pollutant,
11105,5/1/2021 18:01,1390000000000000000,,,,2123,0,en,Twitter Web App,False,35101375,"Texas, etc.",False,10545,10692,2434,17454,2,4/25/2009 1:16,smartaindale,Traveler. Cancer survivor. Author. Texas Aggie. RV life. Let's do the right things ... OK?,rt republicans are against the covid relief bill minimum wage billionaires paying taxes infrastructure voting r,
16346,4/30/2021 4:07,1390000000000000000,,,,316,0,en,Twitter for iPhone,False,818863208,,False,1762,2298,50305,57560,65,9/12/2012 4:57,rchakras,"""My fellow Americans, we are and always will be a nation of immigrants. We were strangers once, too."" - President Obama",rt the senate overwhelmingly voted on thursday to authorize billion to improve the nation s water infrastructure boost exist,
11620,5/1/2021 12:54,1390000000000000000,,,,103,0,en,Twitter for iPhone,False,361297639,"Maryland, USA",False,4844,4952,37548,27770,6,8/24/2011 15:30,hobeanyo,Seen a lot; plenty to learn. #RememberJan6 #GetVaxxed #VoteBlue #GreenEconomy #BLM #GunSense #ScienceMatters #Atheist #Meditate #FBPE #Folloback,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
